latitude,longitude,distance_km,utm_source,interaction_count
6.560898,3.175889,14.08,whatsapp_lead_trigger,2
6.450014,3.278616,10.57,meta_awareness_ad,4
6.357436,3.31646,22.12,whatsapp_lead_trigger,2
6.516453,3.408615,17.29,whatsapp_lead_trigger,9
6.327102,3.368418,29.12,meta_awareness_ad,3
6.411662,3.453484,13.02,meta_awareness_ad,7
6.713588,3.529196,14.02,meta_conversion_ad,2
6.246775,3.430912,24.68,meta_awareness_ad,2
6.626029,3.513912,14.27,whatsapp_lead_trigger,3
6.748529,3.338743,26.95,meta_awareness_ad,5
6.646839,3.873586,19.33,meta_awareness_ad,7
6.584132,3.462177,0.1,whatsapp_lead_trigger,1
6.454864,3.481807,24.42,meta_conversion_ad,4
6.427517,3.642852,22.3,whatsapp_lead_trigger,1
6.18718,3.392427,22.61,meta_awareness_ad,2
6.529951,3.282374,0.1,meta_conversion_ad,1
6.464064,3.575165,9.7,meta_conversion_ad,1
6.419695,3.583971,10.29,meta_conversion_ad,6
6.521388,3.402226,8.27,meta_conversion_ad,1
6.533755,3.643144,28.94,meta_conversion_ad,2
6.429066,3.366707,14.91,meta_awareness_ad,2
6.766362,3.519042,14.71,meta_awareness_ad,1
6.63399,3.60653,19.42,meta_conversion_ad,1
6.658842,3.393949,19.55,meta_awareness_ad,2
6.508905,3.44772,0.1,meta_conversion_ad,1
6.601085,3.533102,9.83,meta_awareness_ad,4
6.390044,3.324272,3.7,meta_conversion_ad,8
6.624339,3.257077,18.2,meta_conversion_ad,1
6.49374,3.579147,12.69,meta_awareness_ad,1
6.371102,3.425215,15.12,meta_awareness_ad,2
6.520985,3.303362,0.1,meta_awareness_ad,3
6.480592,3.393318,12.52,meta_conversion_ad,1
6.87286,3.45548,23.92,whatsapp_lead_trigger,1
6.589709,3.143805,26.28,meta_awareness_ad,2
6.761358,3.486599,20.75,meta_conversion_ad,7
6.694093,3.440467,4.32,meta_awareness_ad,1
6.530067,3.627465,25.08,meta_awareness_ad,2
6.457842,3.346351,20.79,whatsapp_lead_trigger,7
6.263366,3.585768,14.06,meta_awareness_ad,3
6.393758,3.372503,0.1,meta_awareness_ad,3
6.623813,3.400076,22.63,meta_awareness_ad,2
6.47908,3.421343,10.26,meta_awareness_ad,8
6.580773,3.693188,17.77,meta_awareness_ad,3
6.219859,3.193276,15.55,meta_awareness_ad,5
6.592427,3.453461,27.31,meta_conversion_ad,3
6.688872,3.385535,14.0,meta_awareness_ad,3
6.258036,3.37492,14.88,meta_conversion_ad,1
6.580135,3.466652,27.63,meta_awareness_ad,1
6.72593,3.5451,9.73,meta_awareness_ad,3
6.776413,3.458945,21.51,meta_conversion_ad,1
6.448875,3.564481,13.41,whatsapp_lead_trigger,2
6.64139,3.341556,6.98,meta_awareness_ad,1
6.738868,3.371917,15.01,whatsapp_lead_trigger,4
6.584607,3.229069,20.53,meta_conversion_ad,1
6.717162,3.676636,25.83,meta_conversion_ad,4
6.519021,3.351193,26.8,meta_conversion_ad,2
6.583547,3.334618,12.64,meta_awareness_ad,1
6.431159,3.470199,7.1,meta_awareness_ad,2
6.49971,3.545262,12.45,meta_conversion_ad,1
6.589457,3.275388,5.55,meta_awareness_ad,1
6.419907,3.557203,13.26,whatsapp_lead_trigger,1
6.490862,3.333705,12.27,meta_awareness_ad,1
6.638531,3.593793,20.82,meta_awareness_ad,9
6.832284,3.298064,0.1,meta_conversion_ad,1
6.216984,3.489517,9.13,meta_awareness_ad,3
6.820887,3.385606,9.2,meta_conversion_ad,1
6.485419,3.210243,24.5,meta_conversion_ad,3
6.669135,3.166805,6.09,whatsapp_lead_trigger,1
6.698564,3.267757,16.81,meta_conversion_ad,3
6.759075,3.528084,13.97,meta_conversion_ad,3
6.415206,3.087727,23.34,meta_conversion_ad,3
6.490609,3.429292,19.77,whatsapp_lead_trigger,1
6.516361,3.416234,15.97,meta_awareness_ad,3
6.470785,3.126856,10.56,meta_awareness_ad,1
6.722214,3.259666,0.18,meta_awareness_ad,1
6.512876,3.259382,16.98,meta_awareness_ad,2
6.281618,3.387104,19.24,meta_conversion_ad,2
6.429448,3.59915,2.4,meta_conversion_ad,2
6.28764,3.540444,5.13,meta_conversion_ad,3
6.490149,3.325154,17.02,meta_awareness_ad,1
6.625282,3.254787,17.71,meta_conversion_ad,1
6.426228,3.145444,7.07,meta_awareness_ad,1
6.463945,3.322409,10.41,meta_conversion_ad,3
6.483185,3.244382,0.31,meta_conversion_ad,2
6.545511,3.373778,26.02,meta_awareness_ad,1
6.601812,3.379462,4.6,meta_awareness_ad,3
6.645488,3.307862,19.34,meta_awareness_ad,2
6.862728,3.311003,14.72,whatsapp_lead_trigger,2
6.542924,3.275131,25.32,whatsapp_lead_trigger,2
6.634769,3.302328,8.66,meta_conversion_ad,2
6.286266,3.594587,15.49,meta_awareness_ad,3
6.467523,3.456871,1.41,meta_awareness_ad,1
6.483837,3.458903,0.1,meta_conversion_ad,1
6.371803,3.530991,19.77,meta_conversion_ad,1
6.444001,3.517728,0.72,meta_awareness_ad,2
6.508277,3.592915,13.17,meta_awareness_ad,5
6.4487,3.467463,23.09,meta_conversion_ad,2
6.914675,3.409972,20.97,meta_awareness_ad,1
6.601241,3.290584,9.68,meta_awareness_ad,3
6.824553,3.255577,2.29,meta_awareness_ad,4
6.748298,3.511539,19.08,meta_conversion_ad,5
6.428513,3.362542,25.74,whatsapp_lead_trigger,2
6.530034,3.175218,9.7,whatsapp_lead_trigger,4
6.459176,3.065245,8.57,meta_conversion_ad,1
6.500127,3.701344,10.8,meta_conversion_ad,1
6.377935,3.23131,19.57,meta_awareness_ad,1
6.45817,3.276264,24.83,meta_conversion_ad,3
6.578328,3.563412,5.08,meta_awareness_ad,1
6.574368,3.197914,3.01,meta_conversion_ad,2
6.562411,3.458912,33.72,meta_awareness_ad,2
6.515449,3.652497,13.58,meta_awareness_ad,1
6.653511,3.696275,17.02,meta_awareness_ad,5
6.485844,3.312083,9.46,meta_awareness_ad,1
6.733133,3.377394,18.92,meta_awareness_ad,1
6.24726,3.319742,22.68,meta_awareness_ad,3
6.622922,3.376507,17.4,whatsapp_lead_trigger,1
6.597656,3.573941,28.93,meta_awareness_ad,3
6.423215,3.169303,12.39,meta_conversion_ad,4
6.471115,3.476394,12.9,whatsapp_lead_trigger,6
6.594119,3.349875,16.85,whatsapp_lead_trigger,5
6.66179,3.584475,18.72,meta_conversion_ad,1
6.261981,3.576513,16.82,whatsapp_lead_trigger,2
6.618637,3.31813,4.72,meta_awareness_ad,1
6.455752,3.362583,17.5,meta_awareness_ad,1
6.693193,3.513114,12.01,meta_awareness_ad,1
6.248509,3.526698,10.35,meta_conversion_ad,1
6.891195,3.008327,15.26,meta_conversion_ad,5
6.391479,3.512633,7.31,meta_awareness_ad,1
6.738894,3.626172,5.92,meta_awareness_ad,2
6.514022,3.417541,0.1,meta_conversion_ad,2
6.4016,3.521726,28.98,meta_awareness_ad,2
6.564167,3.571013,19.45,meta_conversion_ad,7
6.678769,3.412439,14.07,meta_conversion_ad,1
6.291494,3.501335,9.66,meta_conversion_ad,2
6.629638,3.381103,0.1,meta_conversion_ad,2
6.522573,3.371375,9.17,whatsapp_lead_trigger,1
6.610957,3.279969,20.73,meta_awareness_ad,2
6.526046,3.405153,22.54,meta_conversion_ad,4
6.43862,3.662229,20.14,meta_conversion_ad,1
6.357432,3.243826,16.27,meta_awareness_ad,1
6.625297,3.471731,25.43,meta_awareness_ad,1
6.624491,3.427343,12.37,meta_awareness_ad,3
6.623741,3.600424,23.68,meta_awareness_ad,3
6.588539,3.628634,11.92,meta_conversion_ad,2
6.666105,3.240558,7.95,whatsapp_lead_trigger,2
6.73531,3.293068,6.95,meta_awareness_ad,5
6.242937,3.301262,6.48,meta_awareness_ad,3
6.17313,3.30657,20.27,whatsapp_lead_trigger,4
6.782092,3.319433,9.06,meta_awareness_ad,4
6.323243,3.43126,6.74,meta_awareness_ad,3
6.361464,3.251492,20.71,meta_conversion_ad,2
6.481258,3.272581,17.62,meta_conversion_ad,4
6.276304,3.260611,22.7,meta_awareness_ad,6
6.467162,3.453094,19.1,meta_awareness_ad,1
6.382184,3.369635,8.98,meta_awareness_ad,1
6.489399,3.343005,15.61,meta_conversion_ad,7
6.566376,3.252918,16.0,meta_conversion_ad,1
6.472869,3.138592,7.65,meta_awareness_ad,5
6.465293,3.62393,6.16,meta_conversion_ad,1
6.563099,3.335891,9.55,whatsapp_lead_trigger,1
6.681044,3.785774,31.29,meta_awareness_ad,1
6.764845,3.495119,11.7,meta_awareness_ad,1
6.491619,3.653588,24.86,meta_conversion_ad,1
6.798133,3.528223,11.25,meta_awareness_ad,2
6.655906,3.402977,22.11,meta_awareness_ad,3
6.339599,3.289551,22.22,meta_conversion_ad,9
6.335219,3.232674,22.62,whatsapp_lead_trigger,2
6.437807,3.547148,18.1,whatsapp_lead_trigger,2
6.741091,3.418955,26.02,meta_conversion_ad,2
6.449195,3.471675,18.03,meta_conversion_ad,2
6.240546,3.501394,28.71,meta_awareness_ad,2
6.490067,3.432596,2.04,meta_conversion_ad,1
6.227314,3.308421,17.79,meta_awareness_ad,1
6.366152,3.531105,17.27,meta_awareness_ad,1
6.436346,3.349472,7.51,meta_conversion_ad,1
6.54685,3.392785,19.64,meta_conversion_ad,3
6.678024,3.486809,3.08,meta_awareness_ad,1
6.62852,3.370355,9.77,whatsapp_lead_trigger,5
6.347501,3.106523,0.1,meta_awareness_ad,6
6.468643,3.535288,27.47,meta_awareness_ad,8
6.535856,3.567439,13.15,meta_awareness_ad,6
6.485069,3.104533,32.34,meta_conversion_ad,1
6.484006,3.222706,21.42,meta_conversion_ad,2
6.265989,3.682782,18.58,meta_awareness_ad,1
6.35149,3.414005,10.31,meta_conversion_ad,4
6.463959,3.379733,6.63,meta_awareness_ad,5
6.060416,3.315242,19.18,meta_conversion_ad,4
6.620497,3.224595,14.43,meta_awareness_ad,2
6.318498,3.350037,4.29,meta_awareness_ad,3
6.627426,3.525363,2.87,whatsapp_lead_trigger,1
6.614237,3.376848,7.33,meta_awareness_ad,1
6.442846,3.470743,29.57,meta_awareness_ad,3
6.674482,3.644056,32.71,meta_conversion_ad,2
6.63588,3.292128,16.64,whatsapp_lead_trigger,11
6.478056,3.424631,16.19,meta_awareness_ad,1
6.461136,3.529859,12.31,meta_awareness_ad,4
6.688985,3.239264,7.52,meta_awareness_ad,2
6.559202,3.405908,26.0,meta_conversion_ad,4
6.681105,3.660049,29.99,meta_awareness_ad,4
6.166054,3.328162,7.85,meta_conversion_ad,5
6.539173,3.539452,14.34,whatsapp_lead_trigger,1
6.287789,3.358029,11.4,meta_awareness_ad,6
6.520532,3.649138,11.64,meta_awareness_ad,1
6.631473,3.13238,24.49,meta_awareness_ad,1
6.785271,3.388943,4.5,meta_awareness_ad,2
6.383675,3.157372,18.73,whatsapp_lead_trigger,4
6.445544,3.274068,20.83,meta_awareness_ad,2
6.51007,3.273177,13.86,meta_awareness_ad,4
6.37822,3.339157,22.14,meta_conversion_ad,3
6.671184,3.200956,16.18,meta_awareness_ad,1
6.513886,3.368439,24.74,meta_conversion_ad,6
6.542694,3.44827,2.82,meta_awareness_ad,1
6.617426,3.149415,12.21,whatsapp_lead_trigger,5
6.513643,3.28396,14.43,whatsapp_lead_trigger,1
6.401769,3.760349,0.1,meta_conversion_ad,2
6.514947,3.428586,6.31,whatsapp_lead_trigger,2
6.395973,3.106539,8.49,meta_awareness_ad,1
6.540597,3.16913,22.59,meta_awareness_ad,1
6.673941,3.413086,9.35,meta_conversion_ad,1
6.348153,3.3943,8.46,meta_conversion_ad,1
6.294544,3.291084,21.54,meta_awareness_ad,1
6.531787,3.708197,2.06,meta_awareness_ad,2
6.40923,3.772009,0.1,meta_awareness_ad,4
6.529162,3.339542,12.11,meta_awareness_ad,2
6.572461,3.510144,3.42,meta_awareness_ad,5
6.202847,3.517675,3.72,meta_conversion_ad,2
6.627877,3.537581,19.59,meta_awareness_ad,3
6.34895,3.283187,22.01,meta_awareness_ad,3
6.521048,3.670117,21.31,meta_conversion_ad,2
6.425493,3.36891,23.87,meta_conversion_ad,3
6.441606,3.442499,24.93,whatsapp_lead_trigger,1
6.778494,3.379507,0.1,meta_conversion_ad,4
6.57229,3.358247,18.6,meta_awareness_ad,3
6.660103,3.420961,10.76,whatsapp_lead_trigger,1
6.547041,3.201317,9.02,meta_conversion_ad,3
6.617402,3.083527,19.48,meta_awareness_ad,1
6.587007,3.347193,1.16,meta_conversion_ad,1
6.562568,3.247136,0.99,whatsapp_lead_trigger,1
6.690473,3.461326,20.07,meta_awareness_ad,3
6.547876,3.444269,18.9,meta_awareness_ad,3
6.867172,3.381222,16.09,meta_awareness_ad,4
6.66848,3.601436,7.96,meta_awareness_ad,1
6.353469,3.378266,20.95,meta_awareness_ad,2
6.497918,3.160477,20.44,meta_conversion_ad,3
6.583962,3.345653,15.68,meta_awareness_ad,1
6.531075,3.554845,5.58,whatsapp_lead_trigger,3
6.627431,3.096562,11.6,meta_conversion_ad,1
6.643953,3.365095,21.7,meta_conversion_ad,1
6.320462,3.465519,25.62,whatsapp_lead_trigger,2
6.716562,3.777036,12.39,meta_awareness_ad,3
6.449877,3.560439,13.0,meta_awareness_ad,1
6.435014,3.399092,13.71,meta_conversion_ad,1
6.434532,3.457314,17.2,whatsapp_lead_trigger,1
6.645686,3.094546,10.35,meta_conversion_ad,1
6.48434,3.221742,0.1,meta_awareness_ad,1
6.424867,3.476843,24.54,whatsapp_lead_trigger,1
6.460806,3.403375,29.36,meta_awareness_ad,3
6.255196,3.422511,10.1,whatsapp_lead_trigger,2
6.398075,3.384317,6.47,whatsapp_lead_trigger,3
6.338462,3.378436,13.9,meta_awareness_ad,3
6.484025,3.39464,13.5,meta_conversion_ad,1
6.624029,3.220795,22.96,meta_awareness_ad,1
6.607481,3.344861,15.44,meta_awareness_ad,5
6.712913,3.192584,8.66,meta_conversion_ad,1
6.679496,3.286261,4.45,meta_conversion_ad,1
6.44511,3.558586,21.93,whatsapp_lead_trigger,1
6.527261,3.352087,19.8,meta_conversion_ad,2
6.519517,3.468576,23.48,meta_awareness_ad,2
6.201742,3.396494,7.25,whatsapp_lead_trigger,9
6.341811,3.321466,29.71,whatsapp_lead_trigger,5
6.499307,3.227915,1.05,meta_awareness_ad,2
6.498466,3.319192,20.68,whatsapp_lead_trigger,1
6.601249,3.406677,0.1,meta_awareness_ad,1
6.593946,3.466223,8.68,whatsapp_lead_trigger,1
6.258796,3.397551,27.49,meta_awareness_ad,1
6.60219,3.476622,21.65,meta_awareness_ad,1
6.551188,3.151174,10.63,meta_awareness_ad,1
6.617906,3.509199,10.85,meta_conversion_ad,1
6.68443,3.209962,15.8,meta_awareness_ad,1
6.502968,3.526726,19.11,meta_awareness_ad,7
6.711238,3.454561,25.01,meta_conversion_ad,2
6.39099,3.098672,11.35,whatsapp_lead_trigger,9
6.382539,3.489744,2.11,meta_awareness_ad,1
6.588716,3.528465,16.26,meta_awareness_ad,2
6.469085,3.567882,11.34,meta_awareness_ad,1
6.563645,3.26391,4.59,meta_awareness_ad,1
6.823347,3.406112,17.38,whatsapp_lead_trigger,1
6.583424,3.483367,13.3,whatsapp_lead_trigger,6
6.556225,3.489649,17.45,meta_conversion_ad,9
6.394017,3.440628,7.84,meta_awareness_ad,1
6.269403,3.315205,18.89,meta_conversion_ad,1
6.513518,3.527392,4.46,meta_conversion_ad,2
6.684431,3.528273,8.38,whatsapp_lead_trigger,1
6.475959,3.356058,13.06,meta_conversion_ad,1
6.584619,3.261667,28.93,meta_conversion_ad,1
6.738375,3.270014,21.28,meta_conversion_ad,2
6.734627,3.583923,23.62,meta_awareness_ad,1
6.588722,3.521802,26.34,whatsapp_lead_trigger,1
6.549916,3.376194,43.82,meta_conversion_ad,1
6.296605,3.349324,15.33,meta_conversion_ad,2
6.429871,3.113972,26.36,meta_awareness_ad,9
6.482287,3.36654,23.1,meta_conversion_ad,1
6.39655,3.200533,22.97,meta_conversion_ad,5
6.561668,3.40305,29.19,meta_awareness_ad,4
6.811147,3.556987,11.65,meta_awareness_ad,6
6.752064,3.232132,11.01,meta_conversion_ad,4
6.560982,3.414988,17.56,meta_conversion_ad,3
6.641315,3.528867,13.54,meta_conversion_ad,4
6.415109,3.412244,17.55,meta_awareness_ad,1
6.744013,3.300603,27.5,meta_conversion_ad,2
6.290105,3.380758,11.17,meta_awareness_ad,9
6.661324,3.522787,12.56,meta_awareness_ad,3
6.598738,3.418587,16.39,meta_awareness_ad,7
6.411021,3.378694,13.17,meta_awareness_ad,3
6.493082,3.552621,0.1,meta_awareness_ad,5
6.354262,3.456438,10.36,meta_awareness_ad,3
6.360654,3.198765,20.5,meta_awareness_ad,3
6.285742,3.473912,26.5,meta_awareness_ad,2
6.639527,3.521634,5.76,meta_conversion_ad,6
6.705202,3.193603,5.73,meta_awareness_ad,4
6.200129,3.038889,15.24,meta_awareness_ad,4
6.800146,3.22291,0.1,whatsapp_lead_trigger,3
6.522599,3.363825,11.44,meta_awareness_ad,1
6.567878,3.530668,1.11,meta_conversion_ad,1
6.303538,3.245557,25.95,meta_awareness_ad,6
6.722524,3.462468,8.85,meta_awareness_ad,2
6.554438,2.945343,28.22,meta_conversion_ad,1
6.695224,3.406246,23.91,meta_conversion_ad,1
6.707529,3.318189,9.83,whatsapp_lead_trigger,4
6.724631,3.69399,6.42,meta_conversion_ad,4
6.427158,3.095387,13.45,whatsapp_lead_trigger,4
6.493206,3.377025,14.16,meta_awareness_ad,3
6.432645,3.094467,17.77,meta_awareness_ad,1
6.658664,3.296744,8.79,meta_awareness_ad,1
6.574333,3.124027,20.97,meta_awareness_ad,1
6.684772,3.724318,17.12,meta_conversion_ad,4
6.691311,3.325868,12.28,meta_conversion_ad,1
6.265311,3.347546,9.3,meta_awareness_ad,2
6.727016,3.37279,13.52,whatsapp_lead_trigger,2
6.667029,3.209358,8.46,whatsapp_lead_trigger,2
6.469016,3.537486,15.47,meta_awareness_ad,6
6.576869,3.475229,15.68,meta_awareness_ad,1
6.50585,3.516891,17.09,meta_awareness_ad,3
6.616808,3.196506,29.13,meta_awareness_ad,1
6.468691,3.549497,13.94,meta_awareness_ad,1
6.596239,3.532176,23.04,meta_conversion_ad,2
6.534496,3.344341,16.84,meta_awareness_ad,1
6.459571,3.513453,13.09,meta_awareness_ad,4
6.55292,3.420101,14.05,whatsapp_lead_trigger,2
6.93037,3.1401,14.53,meta_conversion_ad,1
6.42157,3.351779,17.24,whatsapp_lead_trigger,1
6.486908,3.306973,7.33,meta_awareness_ad,2
6.424183,3.392013,3.28,meta_awareness_ad,4
6.439918,3.532369,20.23,meta_conversion_ad,2
6.646766,3.132999,22.18,meta_awareness_ad,2
6.631782,3.312663,20.97,meta_awareness_ad,4
6.52352,3.255924,16.24,meta_conversion_ad,2
6.678344,3.262366,21.14,meta_conversion_ad,1
6.643416,3.255734,20.71,meta_awareness_ad,2
6.50005,3.389426,21.3,meta_awareness_ad,2
6.29432,3.457676,8.12,meta_awareness_ad,3
6.648867,3.431449,6.22,meta_awareness_ad,2
6.54985,3.40705,11.89,meta_awareness_ad,7
6.527734,3.472462,14.86,meta_awareness_ad,1
6.454493,3.736249,13.06,meta_awareness_ad,6
6.636097,3.399584,0.1,whatsapp_lead_trigger,2
6.576674,3.532371,28.77,meta_conversion_ad,3
6.488876,3.523828,12.81,meta_conversion_ad,1
6.340582,3.645869,16.38,meta_awareness_ad,1
6.684589,3.463278,24.96,meta_awareness_ad,3
6.615136,3.252553,0.1,meta_awareness_ad,3
6.56271,3.424932,10.91,meta_awareness_ad,1
6.125884,3.416871,11.9,meta_awareness_ad,2
6.518716,3.501477,12.31,meta_conversion_ad,1
6.488219,3.24819,13.61,meta_conversion_ad,11
6.431626,3.569148,26.58,meta_conversion_ad,5
6.637535,3.379986,20.39,meta_awareness_ad,1
6.631629,3.505107,22.66,whatsapp_lead_trigger,4
6.589924,3.425651,15.38,meta_awareness_ad,5
6.680084,3.397589,3.81,meta_awareness_ad,1
6.371055,3.414278,0.1,meta_awareness_ad,3
6.456352,3.479999,2.76,meta_conversion_ad,2
6.535619,3.672998,17.88,whatsapp_lead_trigger,3
6.4311,3.076593,15.25,meta_awareness_ad,1
6.633475,3.4602,13.32,whatsapp_lead_trigger,1
6.44607,3.385795,12.05,whatsapp_lead_trigger,2
6.719156,3.352634,31.09,meta_awareness_ad,1
6.384726,3.024708,8.42,meta_awareness_ad,4
6.844198,3.466231,22.42,meta_awareness_ad,1
6.828795,3.360454,15.02,whatsapp_lead_trigger,2
6.510187,3.254036,14.51,meta_awareness_ad,5
6.696326,3.385572,24.41,meta_conversion_ad,2
6.464336,3.335281,26.7,meta_awareness_ad,2
6.676393,3.117841,13.08,meta_conversion_ad,7
6.498003,3.392428,21.39,meta_awareness_ad,5
6.331584,3.466211,17.91,meta_conversion_ad,1
5.994477,3.296815,15.06,whatsapp_lead_trigger,2
6.484093,3.418457,16.63,whatsapp_lead_trigger,7
6.566259,3.395417,9.5,whatsapp_lead_trigger,1
6.723947,3.536024,12.55,meta_awareness_ad,1
6.529894,3.363646,10.35,meta_conversion_ad,1
6.674837,3.499364,22.21,meta_awareness_ad,1
6.456309,3.332197,14.24,meta_awareness_ad,3
6.473808,3.674298,4.62,meta_conversion_ad,3
6.682505,3.313674,9.21,meta_awareness_ad,7
6.154699,3.27645,0.1,meta_conversion_ad,3
6.526348,3.364126,11.04,whatsapp_lead_trigger,1
6.464406,3.269997,15.3,meta_awareness_ad,1
6.728492,3.191902,13.91,meta_conversion_ad,9
6.445163,3.48834,30.84,meta_awareness_ad,1
6.601888,2.919803,19.6,meta_awareness_ad,1
6.662628,3.27157,19.24,meta_awareness_ad,5
6.300511,3.177935,1.85,whatsapp_lead_trigger,2
6.503494,3.400525,12.08,whatsapp_lead_trigger,1
6.459655,3.050833,11.11,whatsapp_lead_trigger,5
6.666344,3.461378,8.71,whatsapp_lead_trigger,10
6.625662,3.477613,8.6,meta_awareness_ad,1
6.48942,3.134307,0.54,meta_awareness_ad,4
6.367289,3.40779,4.79,meta_conversion_ad,1
6.680122,3.456609,21.99,meta_awareness_ad,2
6.514252,3.520245,13.86,meta_awareness_ad,5
6.281644,3.158861,10.95,meta_awareness_ad,8
6.294543,3.137761,14.96,meta_conversion_ad,1
6.590045,3.604597,24.34,meta_conversion_ad,1
6.333029,3.255917,15.03,meta_awareness_ad,1
6.803347,3.300089,19.32,meta_awareness_ad,2
6.383839,3.474164,8.23,meta_conversion_ad,1
6.524346,3.20382,10.05,meta_conversion_ad,2
6.548267,3.339323,17.83,meta_awareness_ad,1
6.414993,3.512962,30.14,meta_conversion_ad,2
6.188426,3.166035,26.44,meta_awareness_ad,1
6.553034,3.304199,19.66,meta_awareness_ad,4
6.411414,3.210191,16.21,meta_conversion_ad,1
6.541881,3.26311,26.21,meta_conversion_ad,1
6.50605,3.557047,21.36,meta_awareness_ad,4
6.563894,3.58996,0.1,meta_conversion_ad,3
6.758681,3.417875,6.57,meta_conversion_ad,1
6.442473,3.459031,17.71,meta_conversion_ad,1
6.454073,3.454928,0.7,meta_conversion_ad,3
6.27453,3.27835,7.82,meta_conversion_ad,1
6.495122,3.414923,9.4,meta_awareness_ad,3
6.58588,3.184904,12.95,meta_awareness_ad,2
6.451876,3.235415,12.7,meta_awareness_ad,1
6.586865,3.36618,12.69,meta_awareness_ad,2
6.497774,3.220054,21.6,meta_conversion_ad,3
6.32906,3.188291,12.88,meta_conversion_ad,5
6.571198,3.272415,11.92,meta_awareness_ad,1
6.493525,3.55115,4.21,meta_awareness_ad,2
6.542814,3.612771,23.19,meta_awareness_ad,1
6.439358,3.374316,9.63,meta_awareness_ad,2
6.42609,3.46653,6.3,meta_conversion_ad,5
6.548012,3.294676,16.7,meta_awareness_ad,1
6.48981,3.069353,8.86,meta_conversion_ad,6
6.783042,3.245172,10.79,whatsapp_lead_trigger,2
6.64421,3.332948,17.07,meta_awareness_ad,6
6.606151,3.400345,12.39,meta_awareness_ad,3
6.497778,3.364054,33.49,meta_awareness_ad,1
6.220496,3.336953,14.4,meta_conversion_ad,1
6.403261,3.293005,19.94,meta_conversion_ad,1
6.427306,3.430779,0.1,meta_awareness_ad,1
6.483152,3.174616,8.11,meta_conversion_ad,2
6.519396,3.499509,6.3,whatsapp_lead_trigger,2
6.622811,3.291247,7.36,meta_awareness_ad,7
6.565372,3.689265,18.32,meta_awareness_ad,2
6.69828,3.331903,23.28,whatsapp_lead_trigger,4
6.477615,3.307174,17.76,meta_conversion_ad,6
6.562974,3.294797,13.19,whatsapp_lead_trigger,5
6.575977,3.30867,9.95,meta_conversion_ad,1
6.561259,3.470284,23.91,whatsapp_lead_trigger,2
6.716684,3.372859,31.57,meta_awareness_ad,1
6.644966,3.527262,16.08,meta_conversion_ad,1
6.32649,3.448863,22.51,whatsapp_lead_trigger,1
6.50725,3.383924,17.75,meta_conversion_ad,4
6.522304,3.435143,21.04,meta_awareness_ad,2
6.847131,3.558652,5.68,meta_awareness_ad,2
6.474931,3.477704,11.09,meta_awareness_ad,8
6.377027,3.421284,18.16,meta_awareness_ad,1
6.590149,3.442611,24.7,meta_awareness_ad,2
6.598948,3.206297,8.45,meta_conversion_ad,3
6.513334,3.764954,0.1,meta_conversion_ad,1
6.491361,3.458419,11.01,meta_awareness_ad,2
6.666736,3.473387,23.08,meta_conversion_ad,1
6.39636,3.374896,2.33,meta_awareness_ad,4
6.473257,3.034565,5.58,meta_awareness_ad,1
6.446078,3.339398,16.25,meta_awareness_ad,1
6.688484,3.390592,14.07,meta_conversion_ad,2
6.567224,3.255774,19.76,meta_awareness_ad,1
6.364651,3.254467,5.17,meta_awareness_ad,1
6.379724,3.328312,12.4,meta_awareness_ad,2
6.805412,3.494929,24.56,whatsapp_lead_trigger,1
6.686883,3.567563,5.46,meta_awareness_ad,2
6.650633,3.404844,26.82,meta_conversion_ad,2
6.526237,3.294093,6.46,meta_conversion_ad,2
6.750671,3.324842,21.8,meta_conversion_ad,3
6.358889,3.39413,12.02,whatsapp_lead_trigger,1
6.637345,3.411905,5.84,meta_awareness_ad,1
6.457909,3.444444,11.02,meta_awareness_ad,3
6.487066,3.313296,19.36,whatsapp_lead_trigger,4
6.633268,3.458594,14.95,meta_awareness_ad,1
6.502866,3.446736,23.95,meta_conversion_ad,2
6.459195,3.319936,26.49,meta_conversion_ad,2
6.450126,3.121276,5.54,meta_conversion_ad,2
6.226448,3.246459,4.95,whatsapp_lead_trigger,3
6.638881,3.614339,4.56,whatsapp_lead_trigger,1
6.373405,3.125164,7.81,meta_conversion_ad,3
6.803161,3.576828,23.83,meta_awareness_ad,1
6.481258,3.119913,19.48,whatsapp_lead_trigger,2
6.720816,3.263227,10.64,meta_awareness_ad,4
6.253045,3.322992,14.91,meta_awareness_ad,2
6.634122,3.646545,26.23,whatsapp_lead_trigger,1
6.672683,3.38312,30.26,meta_awareness_ad,9
6.719935,3.347099,17.08,meta_awareness_ad,5
6.295194,3.238898,0.1,meta_awareness_ad,3
6.418992,3.457494,17.38,whatsapp_lead_trigger,2
6.610876,3.302292,22.48,meta_conversion_ad,1
6.546666,3.344849,16.8,meta_conversion_ad,6
6.568404,3.325447,20.81,meta_awareness_ad,2
6.470357,3.487179,17.86,meta_conversion_ad,4
6.75702,3.493468,5.12,meta_conversion_ad,1
6.91567,3.245642,7.91,meta_awareness_ad,1
6.539997,3.285111,12.43,meta_awareness_ad,9
6.592413,3.270318,23.52,meta_awareness_ad,2
6.532837,3.406703,8.87,whatsapp_lead_trigger,1
6.717008,3.515204,18.65,meta_conversion_ad,1
6.648767,3.4087,17.43,whatsapp_lead_trigger,2
6.364443,3.050603,27.69,meta_awareness_ad,1
6.432495,3.493163,14.67,meta_conversion_ad,2
